image_id,file_path,level,level_idx,level_name,label,is_fake,severity_weight,source,split,orig_width,orig_height,orig_path,sha1
L1_fake_048,dataset/images/L1_fake_048.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,test,1024,1024,images/L1DeepFake/random-person.jpeg,0c933417db81da73
L1_fake_049,dataset/images/L1_fake_049.jpg,L1,1,Everyday,fake,1,1.0,stable-diffusion-1.5,test,512,512,images/L1DeepFake/sd_scene_005.jpg,5ded49d608dbdfcc
L1_fake_050,dataset/images/L1_fake_050.jpg,L1,1,Everyday,fake,1,1.0,thispersondoesnotexist,test,1024,1024,images/L1DeepFake/random-person19.jpeg,750bbfcfea294b43
L1_real_001,dataset/images/L1_real_001.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,480,images/L1Real/coco_023.jpg,a06b4aa5ae2535fc
L1_real_002,dataset/images/L1_real_002.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,480,images/L1Real/coco_019.jpg,e22a2a905259add5
L1_real_003,dataset/images/L1_real_003.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,434,images/L1Real/coco_011.jpg,780236fa5161e97e
L1_real_004,dataset/images/L1_real_004.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,427,640,images/L1Real/coco_015.jpg,84416eb90ff3f72b
L1_real_005,dataset/images/L1_real_005.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,500,400,images/L1Real/coco_018.jpg,2c5ed3ad41fb02ef
L1_real_006,dataset/images/L1_real_006.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,500,375,images/L1Real/coco_020.jpg,be45ba311c3648f8
L1_real_007,dataset/images/L1_real_007.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,427,images/L1Real/coco_007.jpg,97562575fdee8873
L1_real_008,dataset/images/L1_real_008.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_031.jpg,075b0326723bd10e
L1_real_009,dataset/images/L1_real_009.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,333,500,images/L1Real/coco_024.jpg,3db1552f261badb3
L1_real_010,dataset/images/L1_real_010.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,500,335,images/L1Real/coco_001.jpg,e356ac25ce44f32a
L1_real_011,dataset/images/L1_real_011.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_027.jpg,fdec63670d958805
L1_real_012,dataset/images/L1_real_012.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,360,images/L1Real/coco_022.jpg,948e9fc0feffde56
L1_real_013,dataset/images/L1_real_013.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_038.jpg,6756b9b4a3849cdf
L1_real_014,dataset/images/L1_real_014.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_041.jpg,6a5d354c5668e47a
L1_real_015,dataset/images/L1_real_015.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_040.jpg,62dc80398b16e787
L1_real_016,dataset/images/L1_real_016.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_033.jpg,ba5d9ba1239c0cae
L1_real_017,dataset/images/L1_real_017.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,500,333,images/L1Real/coco_013.jpg,aca0c1e2b0644819
L1_real_018,dataset/images/L1_real_018.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_044.jpg,64062aaea3265c02
L1_real_019,dataset/images/L1_real_019.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_048.jpg,0fe242483357ecad
L1_real_020,dataset/images/L1_real_020.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,426,images/L1Real/coco_006.jpg,a358914c1613daaa
L1_real_021,dataset/images/L1_real_021.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_047.jpg,597d487b1769aa7d
L1_real_022,dataset/images/L1_real_022.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_029.jpg,532fb2a1eff43749
L1_real_023,dataset/images/L1_real_023.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,612,612,images/L1Real/coco_004.jpg,718e32a9590d9a43
L1_real_024,dataset/images/L1_real_024.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,427,640,images/L1Real/coco_002.jpg,3983bcb501f2ce19
L1_real_025,dataset/images/L1_real_025.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,480,images/L1Real/coco_025.jpg,9991688e33136704
L1_real_026,dataset/images/L1_real_026.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,482,images/L1Real/coco_003.jpg,07af7cf08f298b48
L1_real_027,dataset/images/L1_real_027.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_049.jpg,fab43f343b8c75ad
L1_real_028,dataset/images/L1_real_028.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_034.jpg,bac62f086b152c8b
L1_real_029,dataset/images/L1_real_029.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,480,images/L1Real/coco_005.jpg,515236213d7e7c28
L1_real_030,dataset/images/L1_real_030.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,426,images/L1Real/coco_008.jpg,ac8478135f7c9140
L1_real_031,dataset/images/L1_real_031.jpg,L1,1,Everyday,real,0,1.0,coco2017,train,640,433,images/L1Real/coco_012.jpg,1edc6912841ebc73
L1_real_032,dataset/images/L1_real_032.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_043.jpg,4d1dcdcef786abfb
L1_real_033,dataset/images/L1_real_033.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_028.jpg,945b11a467ca0472
L1_real_034,dataset/images/L1_real_034.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_039.jpg,4bc7c6a1ef799c74
L1_real_035,dataset/images/L1_real_035.jpg,L1,1,Everyday,real,0,1.0,ffhq,train,256,256,images/L1Real/ffhq_035.jpg,37c29b0461208bea
L1_real_036,dataset/images/L1_real_036.jpg,L1,1,Everyday,real,0,1.0,ffhq,val,256,256,images/L1Real/ffhq_036.jpg,04dd6a635b4c7b77
L1_real_037,dataset/images/L1_real_037.jpg,L1,1,Everyday,real,0,1.0,coco2017,val,640,384,images/L1Real/coco_016.jpg,4fb1efb162e965d3
L1_real_038,dataset/images/L1_real_038.jpg,L1,1,Everyday,real,0,1.0,coco2017,val,640,480,images/L1Real/coco_009.jpg,d3e0270557ad768b
L1_real_039,dataset/images/L1_real_039.jpg,L1,1,Everyday,real,0,1.0,coco2017,val,500,375,images/L1Real/coco_017.jpg,37ab9bf871a1dbdc
L1_real_040,dataset/images/L1_real_040.jpg,L1,1,Everyday,real,0,1.0,coco2017,val,640,480,images/L1Real/coco_010.jpg,e9260a40134de91f
L1_real_041,dataset/images/L1_real_041.jpg,L1,1,Everyday,real,0,1.0,ffhq,val,256,256,images/L1Real/ffhq_030.jpg,398eb1222262dd3e
L1_real_042,dataset/images/L1_real_042.jpg,L1,1,Everyday,real,0,1.0,ffhq,val,256,256,images/L1Real/ffhq_045.jpg,4e757904e46a1496
L1_real_043,dataset/images/L1_real_043.jpg,L1,1,Everyday,real,0,1.0,ffhq,val,256,256,images/L1Real/ffhq_026.jpg,1adbbf5ef0ab3a22
L1_real_044,dataset/images/L1_real_044.jpg,L1,1,Everyday,real,0,1.0,ffhq,test,256,256,images/L1Real/ffhq_032.jpg,ba114598065358b7
L1_real_045,dataset/images/L1_real_045.jpg,L1,1,Everyday,real,0,1.0,ffhq,test,256,256,images/L1Real/ffhq_042.jpg,1a93df1b82853789
L1_real_046,dataset/images/L1_real_046.jpg,L1,1,Everyday,real,0,1.0,ffhq,test,256,256,images/L1Real/ffhq_050.jpg,779b3ddb52f812ec
L1_real_047,dataset/images/L1_real_047.jpg,L1,1,Everyday,real,0,1.0,coco2017,test,640,480,images/L1Real/coco_021.jpg,5d88e5b6cce52134
L1_real_048,dataset/images/L1_real_048.jpg,L1,1,Everyday,real,0,1.0,ffhq,test,256,256,images/L1Real/ffhq_046.jpg,7f90476100cb4301
L1_real_049,dataset/images/L1_real_049.jpg,L1,1,Everyday,real,0,1.0,ffhq,test,256,256,images/L1Real/ffhq_037.jpg,1270f053c07e33af
L1_real_050,dataset/images/L1_real_050.jpg,L1,1,Everyday,real,0,1.0,coco2017,test,640,427,images/L1Real/coco_014.jpg,c46916348dbb9587
L2_fake_001,dataset/images/L2_fake_001.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_033.jpg,ba6c07134e878c91
L2_fake_002,dataset/images/L2_fake_002.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_011.jpg,c51f50c5b2e34b36
L2_fake_003,dataset/images/L2_fake_003.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_017.jpg,877ed4d00c67d468
L2_fake_004,dataset/images/L2_fake_004.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_019.jpg,2dea0e56b432fa57
L2_fake_005,dataset/images/L2_fake_005.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_031.jpg,d6f6acfa5cd52986
L2_fake_006,dataset/images/L2_fake_006.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_010.jpg,c262b0d506669f3e
L2_fake_007,dataset/images/L2_fake_007.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_020.jpg,6ee3bd82548daf7c
L2_fake_008,dataset/images/L2_fake_008.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_040.jpg,8903ac4188ed6c12
L2_fake_009,dataset/images/L2_fake_009.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_042.jpg,7c8c607a496d725a
L2_fake_010,dataset/images/L2_fake_010.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_049.jpg,431433e465528898
L2_fake_011,dataset/images/L2_fake_011.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_015.jpg,ffda4b09a100d13f
L2_fake_012,dataset/images/L2_fake_012.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_027.jpg,844442956706dcda
L2_fake_013,dataset/images/L2_fake_013.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_044.jpg,0aac10638c8bb71d
L2_fake_014,dataset/images/L2_fake_014.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_023.jpg,2e14a3adb51d28e0
L2_fake_015,dataset/images/L2_fake_015.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_036.jpg,5b0d053630bf163d
L2_fake_016,dataset/images/L2_fake_016.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_039.jpg,60263203f4c02955
L2_fake_017,dataset/images/L2_fake_017.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_032.jpg,f832fc976cf8061e
L2_fake_018,dataset/images/L2_fake_018.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_021.jpg,36437b1075db597d
L2_fake_019,dataset/images/L2_fake_019.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_026.jpg,e77034bcd1b7d1c4
L2_fake_020,dataset/images/L2_fake_020.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_002.jpg,d609388fc989653e
L2_fake_021,dataset/images/L2_fake_021.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_045.jpg,462eaf8e73c625ee
L2_fake_022,dataset/images/L2_fake_022.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_034.jpg,f6d7c3aa503040e9
L2_fake_023,dataset/images/L2_fake_023.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_024.jpg,1f037751e29d22a0
L2_fake_024,dataset/images/L2_fake_024.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_037.jpg,f7baa21d608c62e4
L2_fake_025,dataset/images/L2_fake_025.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_014.jpg,41201575edba8f18
L2_fake_026,dataset/images/L2_fake_026.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_006.jpg,1b08e3407c0f86e1
L2_fake_027,dataset/images/L2_fake_027.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_008.jpg,177e2873227ab01a
L2_fake_028,dataset/images/L2_fake_028.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_041.jpg,e9df8a7654161d9b
L2_fake_029,dataset/images/L2_fake_029.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_025.jpg,8941650ed7451746
L2_fake_030,dataset/images/L2_fake_030.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_038.jpg,2c9518688cd0dd69
L2_fake_031,dataset/images/L2_fake_031.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_003.jpg,a38d8af7eec80a27
L2_fake_032,dataset/images/L2_fake_032.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_001.jpg,4d9be36b4b0b03a8
L2_fake_033,dataset/images/L2_fake_033.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_004.jpg,98998e391705cba0
L2_fake_034,dataset/images/L2_fake_034.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_048.jpg,70464d9deed4b9b5
L2_fake_035,dataset/images/L2_fake_035.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,train,512,512,images/L2DeepFake/sd_product_043.jpg,8d8337535e7bc010
L2_fake_036,dataset/images/L2_fake_036.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,val,512,512,images/L2DeepFake/sd_product_005.jpg,67f26a5c881a9d7f
L2_fake_037,dataset/images/L2_fake_037.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,val,512,512,images/L2DeepFake/sd_product_050.jpg,491e7be83913fd16
L2_fake_038,dataset/images/L2_fake_038.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,val,512,512,images/L2DeepFake/sd_product_030.jpg,9269f1fdc8d79db2
L2_fake_039,dataset/images/L2_fake_039.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,val,512,512,images/L2DeepFake/sd_product_018.jpg,ce965301c4775339
L2_fake_040,dataset/images/L2_fake_040.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,val,512,512,images/L2DeepFake/sd_product_012.jpg,377154e59a81f9ad
L2_fake_041,dataset/images/L2_fake_041.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,val,512,512,images/L2DeepFake/sd_product_028.jpg,3280c727676fe40a
L2_fake_042,dataset/images/L2_fake_042.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,val,512,512,images/L2DeepFake/sd_product_009.jpg,324941a4409cc625
L2_fake_043,dataset/images/L2_fake_043.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,val,512,512,images/L2DeepFake/sd_product_029.jpg,3a75d9ebb8591449
L2_fake_044,dataset/images/L2_fake_044.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,test,512,512,images/L2DeepFake/sd_product_035.jpg,f19ed36ffd544856
L2_fake_045,dataset/images/L2_fake_045.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,test,512,512,images/L2DeepFake/sd_product_046.jpg,e52f16aa2ff3d041
L2_fake_046,dataset/images/L2_fake_046.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,test,512,512,images/L2DeepFake/sd_product_013.jpg,bf49fae58c8d47c7
L2_fake_047,dataset/images/L2_fake_047.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,test,512,512,images/L2DeepFake/sd_product_016.jpg,f97b2689f36f4590
L2_fake_048,dataset/images/L2_fake_048.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,test,512,512,images/L2DeepFake/sd_product_007.jpg,e72552a0e5286c87
L2_fake_049,dataset/images/L2_fake_049.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,test,512,512,images/L2DeepFake/sd_product_022.jpg,14377a5922e51932
L2_fake_050,dataset/images/L2_fake_050.jpg,L2,2,Commercial,fake,1,1.5,stable-diffusion-1.5-img2img,test,512,512,images/L2DeepFake/sd_product_047.jpg,bd65e0b77dbce3d4
L2_real_001,dataset/images/L2_real_001.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/81d76f54.jpg,e03cc62d0b9f7f75
L2_real_002,dataset/images/L2_real_002.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,134,images/L2Real/9f4e2aa1.jpg,7bd4fcc3f9dab617
L2_real_003,dataset/images/L2_real_003.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/7546b814.jpg,f6d29769a5aae196
L2_real_004,dataset/images/L2_real_004.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,219,256,images/L2Real/5b338554.jpg,bda2f81958f885d4
L2_real_005,dataset/images/L2_real_005.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,223,256,images/L2Real/bfb1cc24.jpg,186cf8645356baae
L2_real_006,dataset/images/L2_real_006.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,219,256,images/L2Real/7f8323cc.jpg,19515aa1ae19319e
L2_real_007,dataset/images/L2_real_007.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,219,256,images/L2Real/abo_047.jpg,05330fbdf687a924
L2_real_008,dataset/images/L2_real_008.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,242,256,images/L2Real/3658f08d.jpg,90b8e6b3260e15e6
L2_real_009,dataset/images/L2_real_009.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/1f9eff69.jpg,ca44bea1f94bbf58
L2_real_010,dataset/images/L2_real_010.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/4ce31136.jpg,2d8e54c6bd8a5368
L2_real_011,dataset/images/L2_real_011.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/3ad61d5d.jpg,4f087e2837a867b6
L2_real_012,dataset/images/L2_real_012.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/9eb78afb.jpg,cbf3333251d5cb69
L2_real_013,dataset/images/L2_real_013.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,138,images/L2Real/f0da0713.jpg,99fb869ee6a15c32
L2_real_014,dataset/images/L2_real_014.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,209,256,images/L2Real/60d4680f.jpg,53ff99c277bac937
L2_real_015,dataset/images/L2_real_015.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/48973cac.jpg,f233e5bdb6d12844
L2_real_016,dataset/images/L2_real_016.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,90,images/L2Real/5ddec866.jpg,9612a54fee5e706d
L2_real_017,dataset/images/L2_real_017.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/7d524485.jpg,8176434a61f07cc4
L2_real_018,dataset/images/L2_real_018.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,247,images/L2Real/6f415cf3.jpg,74eccb702b21bdb0
L2_real_019,dataset/images/L2_real_019.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/abo_046.jpg,bd38ebad72e36e3d
L2_real_020,dataset/images/L2_real_020.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,232,images/L2Real/5810c13d.jpg,219ce898bb0073af
L2_real_021,dataset/images/L2_real_021.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,219,256,images/L2Real/29672be0.jpg,5d06941290562b77
L2_real_022,dataset/images/L2_real_022.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/e0f6448a.jpg,492403e8334ef3d6
L2_real_023,dataset/images/L2_real_023.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,219,256,images/L2Real/d79be74a.jpg,96662926239cd8ae
L2_real_024,dataset/images/L2_real_024.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/30b7b765.jpg,300fe722870d1d7d
L2_real_025,dataset/images/L2_real_025.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,142,images/L2Real/e7e90dbc.jpg,68ae517960de3d5d
L2_real_026,dataset/images/L2_real_026.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,232,256,images/L2Real/5628e58e.jpg,445a447e8fd33f5f
L2_real_027,dataset/images/L2_real_027.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/06d2b41e.jpg,8527a08b41122f13
L2_real_028,dataset/images/L2_real_028.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,181,images/L2Real/377b94a0.jpg,e3dad7c72dad6644
L2_real_029,dataset/images/L2_real_029.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,134,256,images/L2Real/86cdf5ce.jpg,0a7907f65102142e
L2_real_030,dataset/images/L2_real_030.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/d22d093c.jpg,1a889c62d96230e0
L2_real_031,dataset/images/L2_real_031.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,219,256,images/L2Real/ec8d7874.jpg,7c7cfb96014d257d
L2_real_032,dataset/images/L2_real_032.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,219,256,images/L2Real/abo_049.jpg,17bad4bfe679d9e7
L2_real_033,dataset/images/L2_real_033.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,256,images/L2Real/af3dc165.jpg,ea5fae65fad5eacd
L2_real_034,dataset/images/L2_real_034.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,219,256,images/L2Real/1723e558.jpg,bafc1d2edbf77616
L2_real_035,dataset/images/L2_real_035.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,train,256,232,images/L2Real/dd084cd9.jpg,ec1861c32fb73b48
L2_real_036,dataset/images/L2_real_036.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,val,256,256,images/L2Real/01e5740b.jpg,ab9f2968f0c076ea
L2_real_037,dataset/images/L2_real_037.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,val,66,256,images/L2Real/b963ae32.jpg,99883d105df705bf
L2_real_038,dataset/images/L2_real_038.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,val,192,256,images/L2Real/cbbf14e6.jpg,0ea4468cfb7cf340
L2_real_039,dataset/images/L2_real_039.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,val,194,256,images/L2Real/df804a12.jpg,b2dce761f5c79b74
L2_real_040,dataset/images/L2_real_040.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,val,133,256,images/L2Real/abo_050.jpg,8422194d98aa1f9d
L2_real_041,dataset/images/L2_real_041.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,val,134,256,images/L2Real/b6498bad.jpg,14998b87f03d55bd
L2_real_042,dataset/images/L2_real_042.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,val,256,256,images/L2Real/060cfb81.jpg,84a0495a3f55c0ab
L2_real_043,dataset/images/L2_real_043.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,val,197,256,images/L2Real/6e69c887.jpg,5959a5805336b178
L2_real_044,dataset/images/L2_real_044.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,test,256,256,images/L2Real/1ce4d1f5.jpg,a64e8867dc4a59f9
L2_real_045,dataset/images/L2_real_045.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,test,256,248,images/L2Real/4e4a10dd.jpg,78d378c7cccf3b0f
L2_real_046,dataset/images/L2_real_046.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,test,256,256,images/L2Real/4ef433a0.jpg,e2ff94af04bd78d2
L2_real_047,dataset/images/L2_real_047.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,test,171,256,images/L2Real/2a731e2f.jpg,92d16d5f0b5397ea
L2_real_048,dataset/images/L2_real_048.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,test,256,256,images/L2Real/fc54d670.jpg,b61d693f79548b38
L2_real_049,dataset/images/L2_real_049.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,test,256,198,images/L2Real/abo_048.jpg,b6c443c2577b8467
L2_real_050,dataset/images/L2_real_050.jpg,L2,2,Commercial,real,0,1.5,amazon-berkeley-objects,test,219,256,images/L2Real/8da1ea8e.jpg,9e31a33b53a7dc9c
L3_fake_001,dataset/images/L3_fake_001.jpg,L3,3,Identifiable people / national,fake,1,2.5,stable-diffusion-1.5,train,512,512,images/L3DeepFake/sd_portrait_030.jpg,6c79cd51db1bc71f
